r-0.0246,-0.2314,-0.0747,0.4251,0.0001,-0.0398,-0.6365,117.0000,0.0530,-0.0001,, 0, 0, 1, 0, 0
0.0910,0.0317,-0.1954,6.7214,-0.0202,-0.0105,-1.7763,21.0000,0.0111,0.0202,, 0, 0, 1, 0, 0
-0.0172,0.0405,-0.0890,10.6457,-0.0287,-0.0161,-1.0145,83.0000,0.0088,0.0287,, 0, 0, 1, 0, 0
0.0266,0.0593,0.1235,13.8715,-0.0293,-0.0203,0.6750,129.0000,0.0066,0.0293,, 0, 0, 1, 0, 0
-0.0567,-0.2485,-0.1231,15.0000,-0.0303,-0.0527,-1.3399,20.0000,0.0367,0.0303,, 0, 0, 1, 0, 0
r-0.4089,-0.3587,0.4469,15.0000,-0.0552,-0.2025,2.8200,145.0000,0.1865,0.0552,, 0, 0, 1, 0, 0
s-0.0204,1.1205,0.0415,15.0000,-0.0364,-0.0438,-0.0757,67.0000,0.0098,0.0364,, 1, 0, 0, 0, 0
0.1513,-0.3549,-0.1256,-0.3265,-0.0197,-0.0160,-1.2175,148.0000,0.0127,0.0197,, 1, 0, 0, 0, 0
0.0868,-0.0368,0.0505,-4.5857,-0.0205,0.0193,0.2180,187.0000,-0.0141,0.0205,, 1, 0, 0, 0, 0
0.1292,0.0402,0.0131,-4.3482,-0.0122,0.0171,-0.0005,135.0000,-0.0124,0.0122,, 1, 0, 0, 0, 0
0.0150,-0.1070,0.1009,-4.4042,-0.0120,0.0027,0.6896,199.0000,0.0021,0.0120,, 1, 0, 0, 0, 0
-0.0020,-0.0566,0.0265,-3.7381,-0.0120,0.0007,0.0926,196.0000,0.0027,0.0120,, 1, 0, 0, 0, 0
0.0292,-0.1010,0.0045,-2.8268,-0.0089,-0.0053,-0.0583,56.0000,0.0069,0.0089,, 1, 0, 0, 0, 0
-0.0078,-0.0027,-0.0439,-1.3417,-0.0075,-0.0044,-0.4312,63.0000,0.0031,0.0075,, 1, 0, 0, 0, 0
-0.0137,0.0009,-0.0136,-0.5050,-0.0083,-0.0061,-0.1982,180.0000,0.0031,0.0083,, 1, 0, 0, 0, 0
-0.0192,0.0224,0.0023,0.4829,-0.0077,-0.0069,-0.0659,179.0000,0.0020,0.0077,, 1, 0, 0, 0, 0
-0.0293,0.1112,-0.0020,0.5415,-0.0067,-0.0020,-0.0847,50.0000,-0.0031,0.0067,, 1, 0, 0, 0, 0
-0.0376,0.0602,0.0117,-0.6119,-0.0034,-0.0000,0.0603,51.0000,-0.0027,0.0034,, 1, 0, 0, 0, 0
0.0007,-0.0364,0.0315,-1.5048,-0.0006,-0.0005,0.2450,147.0000,-0.0005,0.0006,, 1, 0, 0, 0, 0
0.0282,-0.0581,0.0247,-1.3575,0.0003,-0.0033,0.1966,199.0000,0.0020,-0.0003,, 1, 0, 0, 0, 0
0.0073,-0.0594,0.0037,-0.4880,-0.0012,-0.0060,0.0116,103.0000,0.0030,0.0012,, 1, 0, 0, 0, 0
r-0.0735,0.0413,0.0065,0.4209,-0.0015,0.0107,0.0484,6.0000,0.0025,0.0015,, 0, 0, 1, 0, 0
0.0121,0.1494,-0.0174,-0.0520,-0.0030,0.0196,-0.1503,48.0000,-0.0055,0.0030,, 0, 0, 1, 0, 0
0.0340,0.0282,-0.0217,-2.1940,-0.0023,0.0236,-0.1733,127.0000,-0.0052,0.0023,, 0, 0, 1, 0, 0
0.0290,0.0092,0.0249,-3.0166,-0.0001,0.0235,0.2223,55.0000,-0.0035,0.0001,, 0, 0, 1, 0, 0
f-0.1052,0.0226,-0.0021,-3.0465,0.0071,-0.0064,0.0478,1.0000,-0.0055,-0.0071,, 0, 1, 0, 0, 0
0.0076,-0.1635,-0.0025,-1.4757,0.0094,-0.0245,0.0490,134.0000,0.0094,-0.0094,, 0, 1, 0, 0, 0
r-0.2086,0.4932,-0.0506,4.3490,-0.0018,0.0294,-0.3939,100.0000,-0.0241,0.0018,, 0, 0, 1, 0, 0
-0.0531,0.1182,0.0021,3.3680,-0.0105,0.0076,-0.0799,12.0000,-0.0003,0.0105,, 0, 0, 1, 0, 0
r-0.0093,0.0642,0.0359,2.8252,-0.0114,0.0081,0.1812,153.0000,0.0003,0.0114,, 0, 0, 1, 0, 0
f-0.3196,-0.0854,0.0514,-0.5702,-0.0044,-0.0013,0.3659,184.0000,-0.0156,0.0044,, 0, 1, 0, 0, 0
r0.1494,0.5157,-0.0096,4.3289,0.0013,0.0250,-0.0391,30.0000,-0.0197,-0.0013,, 0, 0, 1, 0, 0
f-0.2993,0.0413,0.0482,-2.3638,0.0041,0.0125,0.4390,135.0000,-0.0257,-0.0041,, 0, 1, 0, 0, 0
-0.0048,-0.1943,-0.0474,-2.4866,0.0081,-0.0207,-0.3186,59.0000,0.0077,-0.0081,, 0, 1, 0, 0, 0
r0.1276,-0.0947,0.0087,-1.9140,0.0065,0.0115,0.1456,27.0000,0.0063,-0.0065,, 0, 0, 1, 0, 0
fr0.2571,0.1856,-0.0270,0.5163,0.0121,0.0019,-0.0936,110.0000,0.0111,-0.0121,, 0, 0, 1, 0, 0
f0.2454,-0.3299,0.0291,-2.4117,0.0169,-0.0327,0.3685,134.0000,0.0195,-0.0169,, 0, 1, 0, 0, 0
rf-0.0130,-0.0101,0.0161,-1.8115,0.0132,0.0106,0.2721,156.0000,-0.0250,-0.0132,, 0, 1, 0, 0, 0
r-0.2704,0.1203,0.0761,-0.5683,0.0092,0.0206,0.7213,107.0000,-0.0054,-0.0092,, 0, 0, 1, 0, 0
fr-0.1327,0.6426,-0.0759,3.5395,0.0080,0.0435,-0.4840,36.0000,-0.0366,-0.0080,, 0, 0, 1, 0, 0
f0.1894,-0.2682,0.0071,-0.2925,0.0093,-0.0327,0.1171,170.0000,0.0153,-0.0093,, 0, 1, 0, 0, 0
rf0.0110,-0.0113,-0.0052,0.6669,0.0030,0.0042,-0.0076,29.0000,-0.0236,-0.0030,, 0, 1, 0, 0, 0
r-0.2607,0.0570,0.0509,0.7206,-0.0035,0.0131,0.3857,16.0000,-0.0005,0.0035,, 0, 0, 1, 0, 0
fr-0.3341,0.2297,0.0704,1.1794,-0.0041,0.0265,0.5487,165.0000,-0.0148,0.0041,, 0, 0, 1, 0, 0
fr0.0884,0.6720,-0.0186,5.0089,0.0014,0.0390,-0.0961,170.0000,-0.0350,-0.0014,, 0, 0, 1, 0, 0
fr0.3958,0.0258,-0.1266,2.1210,0.0098,-0.0082,-0.9228,174.0000,0.0180,-0.0098,, 0, 0, 1, 0, 0
fr0.2326,-0.3702,-0.0054,-2.2997,0.0157,-0.0326,0.0805,146.0000,0.0512,-0.0157,, 0, 0, 1, 0, 0
0.0966,0.0945,0.0316,-0.8854,0.0208,0.0225,0.4834,167.0000,-0.0067,-0.0208,, 0, 0, 1, 0, 0
s0.1148,-0.3954,0.0529,-3.9335,0.0281,-0.0181,0.6861,106.0000,0.0219,-0.0281,, 1, 0, 0, 0, 0
0.0097,-0.0352,-0.0328,-1.7871,0.0250,-0.0016,-0.0139,81.0000,0.0012,-0.0250,, 1, 0, 0, 0, 0
-0.0005,-0.1049,-0.0093,-0.9321,0.0183,-0.0078,0.1006,139.0000,0.0057,-0.0183,, 1, 0, 0, 0, 0
0.0158,-0.0180,-0.1118,1.7293,0.0111,-0.0134,-0.7965,173.0000,0.0059,-0.0111,, 1, 0, 0, 0, 0
r0.0671,0.0854,-0.0212,3.8155,0.0024,-0.0096,-0.1546,37.0000,0.0160,-0.0024,, 0, 0, 1, 0, 0
-0.0017,0.1444,0.0662,3.5941,-0.0011,0.0107,0.5292,41.0000,-0.0039,0.0011,, 0, 0, 1, 0, 0
-0.0314,0.1360,-0.0242,1.7113,0.0008,0.0164,-0.1692,118.0000,-0.0058,-0.0008,, 0, 0, 1, 0, 0
s-0.0120,0.1198,0.0004,-0.1903,0.0043,0.0084,0.0544,99.0000,-0.0120,-0.0043,, 1, 0, 0, 0, 0
0.0385,-0.0121,-0.0261,-1.5805,0.0050,0.0010,-0.1581,165.0000,-0.0018,-0.0050,, 1, 0, 0, 0, 0
-0.0094,-0.0180,-0.0204,-2.1143,0.0036,0.0016,-0.1250,177.0000,-0.0014,-0.0036,, 1, 0, 0, 0, 0
0.0184,-0.0878,-0.0060,-1.9657,0.0049,-0.0039,-0.0025,161.0000,0.0038,-0.0049,, 1, 0, 0, 0, 0
0.0021,-0.0474,-0.0076,-0.5972,0.0044,-0.0067,-0.0234,24.0000,0.0039,-0.0044,, 1, 0, 0, 0, 0
-0.0175,-0.0140,-0.0250,0.6908,-0.0003,-0.0089,-0.2117,35.0000,0.0035,0.0003,, 1, 0, 0, 0, 0
-0.0135,0.0516,0.0304,1.8999,-0.0043,-0.0083,0.1919,170.0000,0.0005,0.0043,, 1, 0, 0, 0, 0
-0.0024,0.0508,0.0288,2.3964,-0.0032,-0.0101,0.1878,185.0000,0.0013,0.0032,, 1, 0, 0, 0, 0
-0.0300,0.0826,0.0203,1.8371,-0.0018,-0.0049,0.1389,15.0000,-0.0027,0.0018,, 1, 0, 0, 0, 0
-0.0056,0.1170,0.0602,0.7936,-0.0015,-0.0006,0.4667,151.0000,-0.0050,0.0015,, 1, 0, 0, 0, 0
0.0041,0.0859,0.0325,-1.4052,0.0007,0.0072,0.2744,124.0000,-0.0084,-0.0007,, 1, 0, 0, 0, 0
0.0203,-0.0322,-0.0146,-3.0681,0.0031,0.0032,-0.0829,71.0000,-0.0011,-0.0031,, 1, 0, 0, 0, 0
0.0279,-0.0939,0.0196,-3.8357,0.0053,0.0017,0.2118,118.0000,0.0020,-0.0053,, 1, 0, 0, 0, 0
0.0265,-0.0133,-0.0196,-3.0392,0.0074,0.0035,-0.0793,163.0000,-0.0014,-0.0074,, 1, 0, 0, 0, 0
0.0167,-0.1050,-0.0336,-2.2177,0.0042,-0.0046,-0.2313,79.0000,0.0050,-0.0042,, 1, 0, 0, 0, 0
-0.0307,-0.1138,0.1089,-0.0322,0.0019,-0.0143,0.8754,168.0000,0.0103,-0.0019,, 1, 0, 0, 0, 0
-0.0083,-0.0056,-0.0505,2.7181,-0.0052,-0.0155,-0.4716,112.0000,0.0060,0.0052,, 1, 0, 0, 0, 0
-0.0020,0.0440,-0.0192,4.6466,-0.0095,-0.0165,-0.2649,89.0000,0.0032,0.0095,, 1, 0, 0, 0, 0
-0.0275,0.0518,-0.0611,5.9723,-0.0106,-0.0195,-0.6150,3.0000,0.0035,0.0106,, 1, 0, 0, 0, 0
-0.0365,0.0655,0.0701,6.2138,-0.0073,-0.0157,0.4719,41.0000,-0.0007,0.0073,, 1, 0, 0, 0, 0
r0.0350,-0.0417,-0.0770,5.5525,0.0022,-0.0042,-0.5979,139.0000,0.0071,-0.0022,, 0, 0, 1, 0, 0
0.0253,0.1246,-0.0649,4.9968,0.0050,0.0102,-0.4587,104.0000,-0.0062,-0.0050,, 0, 0, 1, 0, 0
-0.0384,0.1563,-0.0196,2.3854,0.0031,0.0198,-0.1055,86.0000,-0.0106,-0.0031,, 0, 0, 1, 0, 0
0.0100,0.1182,0.0629,-0.8995,0.0042,0.0277,0.5734,156.0000,-0.0119,-0.0042,, 0, 0, 1, 0, 0
f-0.0576,-0.0011,0.0774,-4.9824,0.0130,0.0269,0.7764,91.0000,-0.0349,-0.0130,, 0, 1, 0, 0, 0
-0.0160,-0.1348,-0.0329,-6.1899,0.0229,-0.0079,-0.0422,42.0000,0.0023,-0.0229,, 0, 1, 0, 0, 0
0.0255,-0.0959,-0.1108,-5.3373,0.0198,-0.0105,-0.6991,55.0000,0.0032,-0.0198,, 0, 1, 0, 0, 0
r0.1332,-0.0621,-0.0380,-4.7633,0.0166,0.0181,-0.1196,69.0000,0.0055,-0.0166,, 0, 0, 1, 0, 0
f0.1927,0.0922,-0.0344,-3.9510,0.0156,-0.0033,-0.1218,46.0000,-0.0068,-0.0156,, 0, 1, 0, 0, 0
r-0.1463,0.0817,-0.0200,-4.1532,0.0103,0.0268,-0.0302,128.0000,-0.0045,-0.0103,, 0, 0, 1, 0, 0
fr0.3880,-0.4112,-0.1359,-3.5272,0.0100,-0.0320,-1.0185,183.0000,0.0531,-0.0100,, 0, 0, 1, 0, 0
f0.0629,-0.6710,-0.0509,-5.6753,-0.0013,-0.0432,-0.4633,135.0000,0.0365,0.0013,, 0, 1, 0, 0, 0
rf0.0682,-0.9352,-0.0313,-5.3736,-0.0002,-0.0654,-0.3173,175.0000,0.0581,0.0002,, 0, 1, 0, 0, 0
rf0.0621,-0.1876,0.0621,0.4758,-0.0094,-0.0080,0.3950,120.0000,-0.0110,0.0094,, 0, 1, 0, 0, 0
r-0.2491,0.0813,0.0476,2.5176,-0.0174,0.0104,0.2175,187.0000,-0.0015,0.0174,, 0, 0, 1, 0, 0
fr-0.0115,0.8295,0.1499,8.2722,-0.0153,0.0415,1.0877,87.0000,-0.0441,0.0153,, 0, 0, 1, 0, 0
fr0.1742,-0.3738,0.0325,3.2251,-0.0125,-0.0480,0.0870,8.0000,0.0556,0.0125,, 0, 0, 1, 0, 0
f-0.0009,-0.5065,0.0576,0.9263,-0.0107,-0.0528,0.3007,86.0000,0.0330,0.0107,, 0, 1, 0, 0, 0
r0.1399,-0.1508,0.0514,1.6640,-0.0036,-0.0021,0.3734,113.0000,0.0128,0.0036,, 0, 0, 1, 0, 0
fr-0.2516,0.0557,0.1312,0.2122,0.0035,0.0194,1.1048,116.0000,-0.0058,-0.0035,, 0, 0, 1, 0, 0
0.0072,-0.0432,0.0504,-1.2786,0.0117,0.0165,0.5370,91.0000,0.0001,-0.0117,, 0, 0, 1, 0, 0
s0.0307,0.0165,-0.0100,-1.6197,0.0178,0.0068,0.1050,49.0000,-0.0076,-0.0178,, 1, 0, 0, 0, 0
0.0001,-0.0966,-0.0542,-1.5435,0.0174,-0.0053,-0.2648,66.0000,0.0044,-0.0174,, 1, 0, 0, 0, 0
-0.0020,0.0220,-0.0114,-0.4331,0.0139,-0.0040,0.0431,178.0000,0.0008,-0.0139,, 1, 0, 0, 0, 0
-0.0328,-0.0017,0.0076,-0.4559,0.0093,-0.0047,0.1493,137.0000,0.0016,-0.0093,, 1, 0, 0, 0, 0
-0.0721,0.0240,0.0199,0.0351,0.0051,-0.0043,0.2060,111.0000,0.0003,-0.0051,, 1, 0, 0, 0, 0
0.0265,0.0426,-0.0342,0.0520,0.0022,-0.0042,-0.2561,120.0000,0.0001,-0.0022,, 1, 0, 0, 0, 0
-0.0184,0.0525,-0.0136,-0.5498,0.0009,0.0014,-0.0979,98.0000,-0.0043,-0.0009,, 1, 0, 0, 0, 0
0.0001,0.0266,0.0335,-0.9140,0.0018,-0.0008,0.2852,7.0000,-0.0013,-0.0018,, 1, 0, 0, 0, 0
-0.0052,-0.0334,-0.0073,-1.1931,0.0018,-0.0033,-0.0438,97.0000,0.0017,-0.0018,, 1, 0, 0, 0, 0
0.0121,-0.0845,0.0289,-0.8370,0.0010,-0.0057,0.2353,193.0000,0.0033,-0.0010,, 1, 0, 0, 0, 0
-0.0137,-0.0312,-0.0853,0.7489,-0.0006,-0.0090,-0.6971,184.0000,0.0035,0.0006,, 1, 0, 0, 0, 0
-0.0146,0.0854,0.0347,1.8736,-0.0029,-0.0076,0.2411,129.0000,-0.0001,0.0029,, 1, 0, 0, 0, 0
-0.0215,0.1334,-0.0224,1.2050,-0.0035,-0.0026,-0.2168,98.0000,-0.0038,0.0035,, 1, 0, 0, 0, 0
0.0137,0.0564,0.0365,-0.6896,-0.0008,0.0010,0.2847,129.0000,-0.0036,0.0008,, 1, 0, 0, 0, 0
0.0157,0.0004,0.0247,-2.4614,0.0045,0.0038,0.2459,176.0000,-0.0029,-0.0045,, 1, 0, 0, 0, 0
0.0177,-0.0951,0.0160,-3.5088,0.0057,0.0020,0.1871,68.0000,0.0010,-0.0057,, 1, 0, 0, 0, 0
0.0057,-0.1065,0.0456,-2.5923,0.0070,-0.0027,0.4315,149.0000,0.0039,-0.0070,, 1, 0, 0, 0, 0
0.0058,-0.0933,-0.0794,-0.8717,0.0055,-0.0089,-0.5891,169.0000,0.0066,-0.0055,, 1, 0, 0, 0, 0
f-0.0258,-0.0242,-0.0839,1.2475,-0.0007,-0.0117,-0.6901,199.0000,-0.0087,0.0007,, 0, 1, 0, 0, 0
r-0.2239,0.0978,-0.0098,2.8040,-0.0114,0.0092,-0.1835,111.0000,-0.0008,0.0114,, 0, 0, 1, 0, 0
fr-0.1087,0.7548,0.0049,7.5325,-0.0177,0.0389,-0.0989,32.0000,-0.0399,0.0177,, 0, 0, 1, 0, 0
fr0.1410,0.7360,-0.0370,8.0400,-0.0198,0.0272,-0.4666,195.0000,-0.0293,0.0198,, 0, 0, 1, 0, 0
f0.1582,-0.0261,-0.0261,3.2951,-0.0137,-0.0249,-0.3710,84.0000,0.0003,0.0137,, 0, 1, 0, 0, 0
rf-0.1812,0.0008,-0.0009,1.0022,-0.0057,0.0023,-0.0623,94.0000,-0.0223,0.0057,, 0, 1, 0, 0, 0
-0.0387,-0.0750,0.0420,1.0208,0.0020,-0.0245,0.3314,167.0000,0.0045,-0.0020,, 0, 1, 0, 0, 0
r0.0105,-0.1156,-0.0310,-0.1275,0.0066,0.0049,-0.1769,18.0000,0.0094,-0.0066,, 0, 0, 1, 0, 0
f-0.2086,-0.0859,0.0169,-3.1492,0.0091,0.0106,0.2372,194.0000,-0.0223,-0.0091,, 0, 1, 0, 0, 0
-0.0113,-0.1929,0.0176,-2.7014,0.0094,-0.0208,0.2139,66.0000,0.0082,-0.0094,, 0, 1, 0, 0, 0
0.0152,-0.0935,-0.0025,-0.8845,0.0087,-0.0211,0.0455,90.0000,0.0049,-0.0087,, 0, 1, 0, 0, 0
-0.0098,-0.0091,-0.1056,1.0988,0.0045,-0.0236,-0.8236,86.0000,0.0034,-0.0045,, 0, 1, 0, 0, 0
r0.2577,0.3234,-0.0157,5.3633,-0.0009,-0.0011,-0.1354,90.0000,0.0043,0.0009,, 0, 0, 1, 0, 0
